model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Up,2020,Manual,10,Petrol,145,51.4,1,11520
 Up,2020,Manual,50,Petrol,150,51.4,1,11520
 Up,2019,Manual,1000,Petrol,145,54.3,1,9995
 Up,2020,Manual,10,Petrol,145,54.3,1,10000
 Up,2020,Manual,10,Petrol,150,54.3,1,10000
 Up,2017,Manual,21159,Petrol,150,64.2,1,8890
 Up,2019,Manual,3000,Petrol,145,54.3,1,9490
 Up,2019,Manual,3000,Petrol,145,54.3,1,9790
 Up,2017,Manual,17382,Petrol,20,64.2,1,8590
 Up,2020,Manual,1300,Petrol,145,54.3,1,10490
 Up,2016,Manual,9993,Petrol,20,62.8,1,7490
 Up,2019,Manual,4117,Petrol,150,52.3,1,10490
 Up,2019,Manual,3000,Petrol,145,54.3,1,9490
 Up,2019,Manual,3000,Petrol,145,54.3,1,9990
 Up,2017,Manual,28886,Petrol,20,64.2,1,6990
 Up,2017,Manual,23530,Petrol,20,64.2,1,7490
 Up,2015,Manual,19200,Petrol,20,62.8,1,6490
 Up,2016,Manual,30000,Petrol,20,64.2,1,6990
 Up,2016,Manual,27000,Petrol,20,64.2,1,7990
 Up,2017,Manual,39000,Petrol,145,64.2,1,7000
 Up,2018,Manual,24000,Petrol,145,64.2,1,9490
 Up,2017,Manual,23450,Petrol,150,64.2,1,7391
 Up,2015,Manual,20091,Petrol,20,62.8,1,6191
 Up,2013,Manual,42180,Petrol,20,60.1,1,6192
 Up,2018,Manual,12500,Petrol,145,68.9,1,9995
 Up,2016,Manual,23000,Petrol,20,64.2,1,7695
 Up,2020,Manual,6000,Petrol,145,54.3,1,9490
 Up,2020,Manual,6000,Petrol,145,54.3,1,9490
 Up,2017,Manual,18172,Petrol,150,60.1,1,8990
 Up,2020,Manual,500,Petrol,145,54.3,1,9990
 Up,2013,Manual,39000,Petrol,20,60.1,1,5895
 Up,2016,Manual,13097,Petrol,20,62.8,1,6495
 Up,2015,Manual,37229,Petrol,20,62.8,1,5990
 Up,2020,Manual,100,Petrol,145,54.3,1,10995
 Up,2014,Manual,43416,Petrol,20,60.1,1,6495
 Up,2015,Manual,29427,Petrol,20,62.8,1,5995
 Up,2015,Manual,18551,Petrol,20,61.4,1,7990
 Up,2015,Semi-Auto,11500,Petrol,20,64.2,1,7995
 Up,2020,Manual,2000,Petrol,145,51.4,1,10995
 Up,2017,Manual,22539,Petrol,20,64.2,1,7990
 Up,2019,Manual,150,Petrol,145,54.3,1,10795
 Up,2016,Manual,13806,Petrol,20,64.2,1,7690
 Up,2019,Manual,3969,Petrol,145,55.4,1,10290
 Up,2017,Manual,37514,Petrol,145,64.2,1,7400
 Up,2016,Manual,7000,Petrol,20,61.4,1,8495
 Up,2019,Manual,1489,Petrol,145,54.3,1,9799
 Up,2019,Manual,1243,Petrol,145,54.3,1,9699
 Up,2019,Manual,1025,Petrol,145,54.3,1,9599
 Up,2019,Manual,792,Petrol,145,54.3,1,9599
 Up,2018,Manual,10000,Petrol,150,54.3,1,8495
 Up,2016,Manual,37617,Petrol,20,61.4,1,7495
 Up,2017,Manual,32058,Petrol,145,64.2,1,6295
 Up,2015,Manual,26279,Petrol,20,62.8,1,5999
 Up,2018,Manual,1378,Petrol,145,54.3,1,8850
 Up,2018,Manual,12837,Petrol,145,64.2,1,8995
 Up,2017,Manual,33947,Petrol,150,64.2,1,6995
 Up,2013,Semi-Auto,31075,Petrol,20,62.8,1,6991
 Up,2016,Manual,12170,Petrol,20,64.2,1,8491
 Up,2018,Manual,8382,Petrol,150,68.9,1,9791
 Up,2020,Manual,1393,Petrol,145,54.3,1,10450
 Up,2019,Manual,3618,Petrol,145,52.3,1,10950
 Up,2016,Semi-Auto,15974,Petrol,20,70.6,1,8999
 Up,2016,Manual,19490,Petrol,20,61.4,1,7599
 Up,2016,Manual,34446,Petrol,20,62.8,1,7299
 Up,2019,Semi-Auto,2032,Petrol,145,52.3,1,12299
 Up,2020,Manual,500,Petrol,145,54.3,1,10999
 Up,2020,Manual,500,Petrol,145,51.4,1,11099
 Up,2017,Manual,21115,Petrol,20,64.2,1,7540
 Up,2020,Manual,1000,Petrol,145,54.3,1,10950
 Up,2020,Manual,2038,Petrol,145,54.3,1,10950
 Up,2017,Manual,18770,Petrol,145,64.2,1,7999
 Up,2018,Manual,19995,Petrol,145,50.4,1,13495
 Up,2017,Manual,43153,Petrol,20,64.2,1,6995
 Up,2017,Manual,20000,Petrol,145,64.2,1,7495
 Up,2016,Manual,13746,Petrol,20,64.2,1,7995
 Up,2020,Manual,1201,Petrol,145,54.3,1,10990
 Up,2015,Manual,19530,Petrol,0,68.9,1,5984
 Up,2019,Manual,250,Petrol,145,54.3,1,10365
 Up,2019,Manual,250,Petrol,145,54.3,1,10835
 Up,2017,Semi-Auto,25365,Petrol,145,67.3,1,10500
 Up,2017,Manual,8869,Petrol,145,64.2,1,7900
 Up,2019,Manual,2000,Petrol,145,54.3,1,10600
 Up,2017,Manual,12068,Petrol,145,64.2,1,7495
 Up,2020,Manual,100,Petrol,145,54.3,1,11530
 Up,2020,Manual,100,Petrol,145,54.3,1,10980
 Up,2020,Manual,100,Petrol,145,54.3,1,10980
 Up,2020,Manual,100,Petrol,145,54.3,1,10980
 Up,2020,Manual,100,Petrol,145,54.3,1,10580
 Up,2019,Manual,1512,Petrol,145,54.3,1,9799
 Up,2020,Manual,100,Petrol,145,54.3,1,10950
 Up,2020,Manual,100,Petrol,145,51.4,1,12135
 Up,2018,Semi-Auto,4950,Petrol,145,68.9,1,11000
 Up,2017,Manual,47800,Petrol,150,60.1,1,8000
 Up,2017,Semi-Auto,19680,Petrol,0,67.3,1,9799
 Up,2019,Manual,50,Petrol,145,54.3,1,9299
 Up,2016,Manual,37700,Petrol,20,64.2,1,6400
 Up,2020,Manual,100,Petrol,145,54.3,1,12250
 Up,2020,Manual,2000,Petrol,145,54.3,1,10000
 Up,2020,Manual,2000,Petrol,145,54.3,1,9850
 Up,2020,Manual,100,Petrol,145,54.3,1,10500
 Up,2020,Manual,100,Petrol,145,54.3,1,10750
 Up,2019,Manual,10750,Petrol,145,52.3,1,9900
 Up,2016,Manual,45000,Petrol,20,64.2,1,6500
 Up,2017,Manual,23162,Petrol,150,64.2,1,7299
 Up,2016,Manual,25000,Petrol,20,61.4,1,6250
 Up,2018,Manual,7517,Petrol,145,64.2,1,9999
 Up,2015,Manual,21857,Petrol,20,61.4,1,7499
 Up,2019,Manual,2032,Petrol,145,54.3,1,9999
 Up,2017,Manual,7404,Petrol,145,60.1,1,9499
 Up,2016,Manual,22500,Petrol,20,64.2,1,6699
 Up,2012,Manual,54196,Petrol,20,60.1,1,5499
 Up,2013,Manual,31310,Petrol,20,62.8,1,4499
 Up,2017,Manual,8301,Petrol,20,62.8,1,7399
 Up,2020,Manual,722,Petrol,145,54.3,1,9499
 Up,2017,Manual,53000,Petrol,20,64.2,1,6199
 Up,2017,Manual,40205,Petrol,150,64.2,1,7599
 Up,2019,Manual,4600,Petrol,145,54.3,1,8999
 Up,2019,Manual,5000,Petrol,145,54.3,1,8999
 Up,2020,Manual,100,Petrol,145,54.3,1,10750
 Up,2016,Manual,22300,Petrol,20,62.8,1,6399
 Up,2015,Manual,14900,Petrol,0,67.3,1,6800
 Up,2020,Manual,500,Petrol,145,54.3,1,9699
 Up,2016,Manual,24023,Petrol,20,64.2,1,7800
 Up,2016,Manual,35236,Petrol,20,61.4,1,6990
 Up,2016,Manual,5267,Petrol,20,62.8,1,6999
 Up,2013,Manual,48834,Petrol,20,62.8,1,4800
 Up,2018,Manual,6190,Petrol,145,54.3,1,8000
 Up,2015,Manual,23410,Petrol,20,62.8,1,6300
 Up,2017,Manual,15809,Petrol,20,64.2,1,8000
 Up,2015,Manual,41065,Petrol,20,61.4,1,7000
 Up,2017,Manual,20324,Petrol,20,64.2,0,8500
 Up,2017,Manual,18581,Petrol,145,64.2,1,6745
 Up,2014,Manual,49872,Petrol,20,62.8,1,5000
 Up,2016,Manual,47643,Petrol,20,64.2,1,6600
 Up,2016,Manual,30388,Petrol,20,62.8,1,6600
 Up,2016,Manual,26326,Petrol,20,62.8,1,6400
 Up,2013,Automatic,43384,Petrol,20,62.8,1,7000
 Up,2016,Manual,50000,Petrol,20,62.8,1,3990
 Up,2016,Manual,38000,Petrol,20,64.2,1,5490
 Up,2015,Manual,15846,Petrol,20,60.1,1,6766
 Up,2017,Manual,31342,Petrol,150,64.2,1,7000
 Up,2016,Manual,10876,Petrol,20,64.2,1,6990
 Up,2014,Manual,23759,Petrol,20,62.8,1,5799
 Up,2014,Manual,32833,Petrol,20,60.1,1,5799
 Up,2014,Manual,26232,Petrol,20,62.8,1,5099
 Up,2015,Manual,28221,Petrol,20,62.8,1,5999
 Up,2014,Manual,14646,Petrol,20,62.8,1,5995
 Up,2015,Manual,12278,Petrol,20,61.4,1,7199
 Up,2014,Manual,52592,Petrol,20,62.8,1,4799
 Up,2012,Manual,31566,Petrol,0,68.9,1,4539
 Up,2015,Manual,19417,Petrol,20,62.8,1,6299
 Up,2020,Manual,2568,Petrol,145,54.3,1,10555
 Up,2020,Manual,25,Petrol,145,50.4,1,12222
 Up,2020,Manual,2563,Petrol,145,54.3,1,9989
 Up,2019,Manual,2956,Petrol,145,54.3,1,8290
 Up,2016,Manual,46592,Petrol,20,64.2,1,5497
 Up,2014,Manual,38000,Petrol,20,62.8,1,4797
 Up,2013,Manual,43623,Petrol,20,60.1,1,5999
 Up,2013,Manual,27658,Petrol,20,60.1,1,6727
 Up,2015,Automatic,20818,Petrol,20,64.2,1,8159
 Up,2017,Manual,18130,Petrol,20,64.2,1,8041
 Up,2012,Manual,85000,Petrol,20,60.1,1,4495
 Up,2018,Automatic,2154,Petrol,145,68.9,1,9999
 Up,2018,Manual,14001,Petrol,145,64.2,1,8590
 Up,2018,Manual,3660,Petrol,150,64.2,1,9790
 Up,2017,Manual,9179,Petrol,145,64.2,1,7990
 Up,2017,Manual,5200,Petrol,20,64.2,1,7990
 Up,2018,Manual,22497,Petrol,145,64.2,1,8495
 Up,2017,Manual,14291,Petrol,20,64.2,1,7295
 Up,2017,Manual,12838,Petrol,20,64.2,1,7295
 Up,2015,Manual,54663,Petrol,20,60.1,1,5999
 Up,2016,Manual,20016,Petrol,20,62.8,1,5500
 Up,2015,Manual,36494,Petrol,20,61.4,1,7100
 Up,2014,Manual,33843,Petrol,20,62.8,1,5300
 Up,2017,Manual,10000,Petrol,20,64.2,1,7850
 Up,2014,Manual,45983,Petrol,20,60.1,1,5500
 Up,2015,Manual,39856,Petrol,20,62.8,1,5300
 Up,2014,Manual,15000,Petrol,20,62.8,1,5200
 Up,2017,Manual,20000,Petrol,145,64.2,1,6800
 Up,2017,Manual,32558,Petrol,150,64.2,1,7400
 Up,2014,Manual,39166,Petrol,20,62.8,1,5700
 Up,2017,Manual,41013,Petrol,145,64.2,1,7000
 Up,2014,Manual,26184,Petrol,20,62.8,1,5300
 Up,2018,Manual,13389,Petrol,150,64.2,1,8400
 Up,2014,Manual,41219,Petrol,20,62.8,1,5000
 Up,2014,Manual,15885,Petrol,20,60.1,1,7200
 Up,2014,Manual,19484,Petrol,20,62.8,1,5700
 Up,2015,Manual,8283,Petrol,20,60.1,1,8200
 Up,2017,Manual,24444,Petrol,20,60.1,0,8000
 Up,2014,Manual,11958,Petrol,20,62.8,1,5800
 Up,2018,Manual,16721,Petrol,145,64.2,1,8700
 Up,2013,Manual,39337,Petrol,20,60.1,1,6500
 Up,2017,Automatic,5037,Petrol,145,65.7,1,8500
 Up,2013,Manual,21866,Petrol,20,60.1,1,6700
 Up,2017,Manual,8454,Petrol,20,64.2,1,9000
 Up,2017,Manual,19487,Petrol,20,64.2,1,8400
 Up,2016,Manual,28053,Petrol,20,62.8,1,6299
 Up,2016,Manual,40524,Petrol,20,62.8,1,5695
 Up,2016,Manual,18567,Petrol,20,62.8,1,6700
 Up,2015,Manual,32915,Petrol,20,62.8,1,6400
 Up,2015,Manual,12877,Petrol,20,62.8,1,6600
 Up,2016,Manual,20663,Petrol,20,62.8,1,6700
 Up,2017,Manual,37025,Petrol,20,60.1,1,8200
 Up,2016,Manual,26410,Petrol,20,61.4,1,7800
 Up,2014,Manual,38904,Petrol,20,62.8,1,5200
 Up,2018,Manual,3980,Petrol,145,54.3,1,8600
 Up,2014,Manual,10288,Petrol,20,62.8,1,6200
 Up,2014,Manual,47966,Petrol,20,62.8,1,4800
 Up,2018,Manual,3704,Petrol,145,64.2,1,8500
 Up,2015,Automatic,8173,Petrol,20,62.8,1,9000
 Up,2016,Manual,30445,Petrol,20,61.4,1,7300
 Up,2018,Manual,8597,Petrol,150,64.2,1,8000
 Up,2017,Manual,26731,Petrol,145,64.2,1,8000
 Up,2016,Manual,21046,Petrol,20,62.8,1,6500
 Up,2015,Manual,5153,Petrol,20,62.8,1,7500
 Up,2016,Manual,11436,Petrol,20,61.4,1,8000
 Up,2013,Manual,13461,Petrol,20,62.8,1,5400
 Up,2013,Manual,31127,Petrol,20,62.8,1,4889
 Up,2016,Manual,46237,Petrol,20,64.2,1,6489
 Up,2017,Automatic,3645,Petrol,150,65.7,1,7895
 Up,2017,Manual,19809,Petrol,20,64.2,1,7995
 Up,2012,Manual,56500,Petrol,20,62.8,1,5295
 Up,2016,Automatic,16550,Petrol,0,67.3,1,9100
 Up,2020,Manual,1000,Petrol,145,51.4,1,10500
 Up,2015,Manual,10800,Petrol,20,61.4,1,6795
 Up,2017,Manual,33157,Petrol,20,64.2,1,6790
 Up,2017,Manual,23252,Petrol,20,64.2,1,6399
 Up,2017,Manual,31474,Petrol,20,64.2,1,6500
 Up,2014,Manual,8397,Petrol,20,60.1,1,6699
 Up,2019,Manual,50,Petrol,145,54.3,1,10500
 Up,2015,Manual,21603,Petrol,20,61.4,1,5969
 Up,2012,Manual,77986,Petrol,20,62.8,1,3899
 Up,2014,Manual,13318,Petrol,20,62.8,1,5799
 Up,2016,Manual,41225,Petrol,20,62.8,1,5350
 Up,2016,Manual,13935,Petrol,20,62.8,1,5950
 Up,2015,Manual,16564,Petrol,20,60.1,1,6990
 Up,2016,Manual,16429,Petrol,20,64.2,1,6870
 Up,2017,Manual,47071,Petrol,20,64.2,1,6376
 Up,2013,Manual,76000,Petrol,0,68.9,1,3995
 Up,2017,Manual,20764,Petrol,150,64.2,1,7390
 Up,2016,Manual,41000,Petrol,20,61.4,1,6495
 Up,2013,Manual,24300,Petrol,20,60.1,1,6990
 Up,2017,Manual,10000,Petrol,150,64.2,1,7290
 Up,2019,Manual,1299,Petrol,145,54.3,1,9990
 Up,2020,Manual,1891,Petrol,145,51.4,1,10990
 Up,2012,Manual,7591,Petrol,20,62.8,1,5990
 Up,2017,Manual,20817,Petrol,150,64.2,1,7290
 Up,2015,Manual,40009,Petrol,20,62.8,1,6250
 Up,2020,Manual,50,Petrol,145,51.4,1,11990
 Up,2019,Manual,75,Petrol,145,54.3,1,10990
 Up,2018,Manual,2505,Petrol,145,54.3,1,7699
 Up,2012,Manual,45000,Petrol,0,68.9,1,4495
 Up,2014,Manual,36934,Petrol,20,62.8,1,4699
 Up,2016,Manual,19071,Petrol,20,61.4,1,7399
 Up,2014,Manual,80324,Petrol,20,62.8,1,3495
 Up,2016,Manual,21597,Petrol,20,62.8,1,5999
 Up,2020,Manual,2277,Petrol,145,54.3,1,9690
 Up,2018,Manual,15367,Petrol,145,64.2,1,9000
 Up,2017,Manual,31353,Petrol,20,64.2,1,7000
 Up,2016,Manual,42186,Petrol,20,62.8,1,5370
 Up,2013,Manual,68000,Petrol,20,62.8,1,4195
 Up,2019,Manual,1900,Petrol,150,54.3,1,9980
 Up,2017,Manual,21900,Petrol,150,64.2,1,7980
 Up,2020,Manual,1880,Petrol,145,54.3,1,9950
 Up,2017,Manual,26075,Petrol,20,64.2,1,7420
 Up,2018,Manual,30632,Petrol,145,64.2,1,7490
 Up,2019,Manual,2122,Petrol,145,54.3,1,9790
 Up,2019,Manual,3201,Petrol,145,54.3,1,9790
 Up,2019,Manual,10,Petrol,145,54.3,1,9890
 Up,2014,Manual,52000,Petrol,20,62.8,1,4295
 Up,2013,Manual,59958,Petrol,20,60.1,1,5695
 Up,2016,Manual,38366,Petrol,20,61.4,1,7000
 Up,2014,Manual,63030,Petrol,20,62.8,1,4695
 Up,2014,Manual,48930,Petrol,20,62.8,1,4795
 Up,2015,Manual,41907,Petrol,20,61.4,1,6100
 Up,2012,Manual,56195,Petrol,20,60.1,1,4998
 Up,2013,Manual,24000,Petrol,20,62.8,1,6495
 Up,2017,Manual,16204,Petrol,145,64.2,1,7980
 Up,2017,Manual,28611,Petrol,145,64.2,1,7200
 Up,2013,Manual,53746,Petrol,20,62.8,1,4870
 Up,2017,Manual,27300,Petrol,20,64.2,1,7649
 Up,2015,Manual,28291,Other,20,62.8,1,6799
 Up,2016,Manual,33779,Petrol,20,62.8,1,6000
 Up,2020,Manual,5000,Other,145,54.3,1,10899
 Up,2019,Manual,2556,Petrol,145,54.3,1,8970
 Up,2017,Manual,22000,Petrol,145,68.9,1,7495
 Up,2016,Manual,19500,Petrol,20,64.2,1,7490
 Up,2019,Manual,1,Petrol,145,54.3,1,9889
 Up,2019,Manual,4444,Petrol,145,54.3,1,10495
 Up,2015,Manual,29906,Petrol,20,61.4,1,6600
 Up,2015,Manual,29352,Petrol,20,62.8,1,5900
 Up,2013,Manual,65000,Petrol,20,60.1,1,4995
 Up,2014,Manual,50918,Petrol,20,62.8,1,4950
 Up,2013,Automatic,56169,Petrol,20,62.8,1,6600
 Up,2017,Manual,12683,Petrol,145,64.2,1,6400
 Up,2017,Automatic,29000,Petrol,0,65.7,1,7640
 Up,2014,Automatic,20406,Petrol,20,62.8,1,7150
 Up,2016,Manual,33420,Petrol,20,62.8,1,5500
 Up,2017,Manual,11724,Petrol,20,64.2,1,7400
 Up,2015,Manual,25803,Petrol,20,60.1,1,7100
 Up,2017,Manual,12314,Petrol,145,68.9,1,7400
 Up,2015,Manual,41825,Petrol,20,60.1,1,5700
 Up,2017,Manual,25000,Petrol,20,64.2,1,6995
 Up,2016,Manual,30000,Petrol,20,61.4,1,6995
 Up,2017,Manual,3732,Petrol,145,64.2,1,7800
 Up,2017,Manual,15864,Petrol,20,64.2,1,7500
 Up,2016,Manual,25000,Petrol,20,64.2,1,6995
 Up,2017,Manual,19000,Petrol,20,64.2,1,7295
 Up,2016,Manual,41200,Petrol,20,62.8,1,6295
 Up,2019,Automatic,2563,Other,145,52.3,1,12995
 Up,2016,Manual,2669,Petrol,20,62.8,1,7295
 Up,2016,Manual,20198,Petrol,20,61.4,1,6800
 Up,2019,Manual,4371,Petrol,145,55.4,1,11495
 Up,2016,Manual,25562,Petrol,20,62.8,1,6995
 Up,2016,Manual,8822,Petrol,20,62.8,1,6500
 Up,2014,Manual,35950,Petrol,20,62.8,1,4650
 Scirocco,2016,Automatic,25564,Diesel,30,57.6,2,13661
 Scirocco,2017,Semi-Auto,10990,Petrol,145,44.1,2,15995
 Scirocco,2016,Manual,40000,Petrol,125,52.3,1.4,11850
 Scirocco,2015,Manual,29779,Diesel,20,55.4,2,12498
 Scirocco,2014,Manual,48501,Petrol,160,44.1,1.4,8690
 Scirocco,2015,Semi-Auto,35845,Diesel,125,53.3,2,14295
 Scirocco,2017,Semi-Auto,13382,Diesel,145,57.6,2,15290
 Scirocco,2014,Manual,49943,Diesel,20,55.4,2,10499
 Scirocco,2017,Manual,20648,Diesel,20,55.4,2,15598
 Scirocco,2014,Semi-Auto,51756,Diesel,30,57.6,2,11298
 Scirocco,2017,Semi-Auto,19458,Diesel,150,57.6,2,16495
 Scirocco,2016,Manual,42038,Diesel,30,53.3,2,13495
 Scirocco,2016,Manual,42038,Diesel,30,53.3,2,13495
 Scirocco,2017,Manual,12367,Diesel,145,53.3,2,16998
 Scirocco,2016,Manual,49464,Diesel,20,55.4,2,12498
 Scirocco,2014,Manual,30000,Petrol,125,52.3,1.4,10698
 Scirocco,2015,Manual,23388,Diesel,20,55.4,2,12291
 Scirocco,2015,Manual,41001,Diesel,20,55.4,2,11998
 Scirocco,2015,Manual,46027,Diesel,20,55.4,2,11498
 Scirocco,2015,Manual,22442,Diesel,20,55.4,2,12998
 Scirocco,2016,Manual,57362,Diesel,20,55.4,2,12998
 Scirocco,2017,Manual,13464,Diesel,20,67.3,2,16998
 Scirocco,2017,Manual,3688,Diesel,145,53.3,2,17998
 Scirocco,2017,Manual,9287,Diesel,145,53.3,2,16798
 Scirocco,2016,Manual,19320,Petrol,305,34.9,2,18999
 Scirocco,2017,Manual,32897,Diesel,20,55.4,2,15698
 Scirocco,2017,Manual,14942,Diesel,145,67.3,2,16991
 Scirocco,2016,Semi-Auto,59257,Diesel,30,57.6,2,13498
 Scirocco,2015,Manual,50183,Diesel,20,55.4,2,11998
 Scirocco,2017,Manual,23038,Petrol,145,47.1,2,14495
 Scirocco,2015,Manual,34867,Diesel,20,55.4,2,13495
 Scirocco,2016,Manual,32001,Diesel,20,55.4,2,14698
 Scirocco,2017,Manual,16491,Diesel,145,55.4,2,16491
 Scirocco,2014,Manual,60680,Diesel,30,62.8,2,9391
 Scirocco,2015,Semi-Auto,46463,Diesel,125,53.3,2,11950
 Scirocco,2017,Manual,19804,Petrol,145,47.1,2,15495
 Scirocco,2014,Manual,63617,Diesel,30,62.8,2,9650
 Scirocco,2015,Manual,43135,Diesel,20,55.4,2,12995
 Scirocco,2017,Manual,16452,Diesel,20,55.4,2,16995
 Scirocco,2016,Manual,24910,Diesel,20,55.4,2,12995
 Scirocco,2016,Manual,32628,Diesel,20,55.4,2,15000
 Scirocco,2017,Semi-Auto,19313,Diesel,30,57.6,2,16498
 Scirocco,2014,Manual,51676,Diesel,30,62.8,2,9980
 Scirocco,2016,Semi-Auto,16395,Diesel,30,57.6,2,15798
 Scirocco,2017,Manual,37835,Diesel,30,53.3,2,15601
 Scirocco,2015,Manual,30212,Petrol,125,37.2,1.4,9980
 Scirocco,2015,Manual,54045,Diesel,30,53.3,2,13995
 Scirocco,2016,Manual,39081,Diesel,20,55.4,2,13340
 Scirocco,2017,Semi-Auto,25514,Diesel,150,57.6,2,16995
 Scirocco,2014,Manual,39864,Diesel,20,55.4,2,11500
 Scirocco,2014,Manual,43198,Diesel,30,62.8,2,12000
 Scirocco,2017,Manual,29234,Diesel,145,53.3,2,15990
 Scirocco,2016,Manual,30989,Petrol,145,46.3,2,14750
 Scirocco,2014,Semi-Auto,56679,Diesel,145,50.4,2,11490
 Scirocco,2016,Manual,41167,Diesel,20,55.4,2,13500
 Scirocco,2016,Manual,39022,Diesel,30,64.2,2,15495
 Scirocco,2014,Manual,43198,Diesel,30,62.8,2,11600
 Scirocco,2017,Manual,24481,Diesel,150,55.4,2,16299
 Scirocco,2015,Manual,21800,Diesel,20,55.4,2,12999
 Scirocco,2016,Semi-Auto,69018,Diesel,125,53.3,2,12490
 Scirocco,2016,Manual,30989,Petrol,145,46.3,2,14750
 Scirocco,2016,Manual,13383,Diesel,20,55.4,2,14999
 Scirocco,2015,Manual,64377,Diesel,30,53.3,2,10492
 Scirocco,2016,Semi-Auto,67366,Diesel,125,58.9,2,12160
 Scirocco,2016,Semi-Auto,9740,Diesel,30,57.6,2,15500
 Scirocco,2014,Manual,46772,Diesel,20,55.4,2,10130
 Scirocco,2017,Manual,5396,Petrol,150,52.3,1.4,14498
 Scirocco,2017,Semi-Auto,24871,Petrol,145,44.1,2,17495
 Scirocco,2015,Manual,30367,Petrol,145,37.2,2,12217
 Scirocco,2016,Manual,17615,Petrol,145,47.1,2,13495
 Scirocco,2017,Semi-Auto,22250,Petrol,145,44.1,2,16771
 Scirocco,2015,Manual,41878,Diesel,20,55.4,2,14321
 Scirocco,2017,Semi-Auto,15711,Petrol,145,44.1,2,16521
 Scirocco,2015,Manual,82004,Diesel,30,53.3,2,11912
 Scirocco,2017,Semi-Auto,24331,Petrol,145,44.1,2,15652
 Scirocco,2017,Semi-Auto,11436,Diesel,145,53.3,2,17595
 Scirocco,2015,Manual,28578,Petrol,125,52.3,1.4,10391
 Scirocco,2017,Manual,26628,Diesel,145,53.3,2,15995
 Scirocco,2016,Manual,47083,Diesel,30,53.3,2,13500
 Scirocco,2018,Semi-Auto,23548,Petrol,145,44.1,2,20353
 Scirocco,2018,Semi-Auto,11100,Diesel,150,62.8,2,20971
 Scirocco,2016,Manual,44015,Diesel,30,53.3,2,12912
 Scirocco,2016,Manual,22032,Petrol,125,52.3,1.4,13552
 Scirocco,2017,Semi-Auto,9268,Petrol,150,34.9,2,20891
 Scirocco,2018,Manual,39000,Diesel,145,55.4,2,15000
 Scirocco,2016,Manual,22000,Diesel,20,55.4,2,14681
 Scirocco,2017,Manual,20491,Diesel,20,55.4,2,14881
 Scirocco,2016,Manual,19169,Petrol,125,37.2,1.4,12000
 Scirocco,2015,Manual,25751,Petrol,125,52.3,1.4,12991
 Scirocco,2016,Manual,50347,Diesel,20,55.4,2,12947
 Scirocco,2017,Manual,24784,Diesel,20,67.3,2,14995
 Scirocco,2017,Semi-Auto,46323,Diesel,145,62.8,2,13570
 Scirocco,2014,Semi-Auto,33705,Diesel,145,50.4,2,12699
 Scirocco,2016,Semi-Auto,25584,Diesel,30,57.6,2,14500
 Scirocco,2014,Semi-Auto,28000,Diesel,30,57.6,2,11990
 Scirocco,2016,Manual,14500,Petrol,150,47.1,2,15990
 Scirocco,2017,Manual,15063,Diesel,145,55.4,2,15190
 Scirocco,2014,Manual,37506,Diesel,20,55.4,2,12600
 Scirocco,2015,Manual,28691,Petrol,125,52.3,1.4,10981
 Scirocco,2016,Manual,21641,Diesel,20,55.4,2,13480
 Scirocco,2016,Manual,32526,Petrol,125,52.3,1.4,14382
 Scirocco,2014,Manual,38248,Diesel,30,62.8,2,11242
 Scirocco,2017,Semi-Auto,37975,Diesel,125,58.9,2,15690
 Scirocco,2016,Semi-Auto,13200,Diesel,30,62.8,2,15499
 Scirocco,2015,Manual,54000,Diesel,20,55.4,2,11995
 Scirocco,2014,Manual,69775,Diesel,150,53.3,2,9298
 Scirocco,2015,Semi-Auto,79929,Diesel,125,53.3,2,11421
 Scirocco,2018,Manual,30532,Diesel,145,53.3,2,16495
 Scirocco,2016,Semi-Auto,31269,Diesel,30,62.8,2,15991
 Scirocco,2017,Manual,10837,Petrol,145,52.3,1.4,14250
 Scirocco,2017,Semi-Auto,18739,Diesel,145,53.3,2,16500
 Scirocco,2015,Manual,36406,Diesel,30,53.3,2,12990
 Scirocco,2016,Manual,32608,Petrol,125,37.2,1.4,11490
 Scirocco,2017,Semi-Auto,34690,Petrol,145,44.1,2,13963
 Scirocco,2015,Manual,63004,Diesel,20,55.4,2,10990
 Scirocco,2013,Manual,37940,Diesel,30,62.8,2,11500
 Scirocco,2015,Semi-Auto,17145,Petrol,160,44.1,2,15490
 Scirocco,2015,Manual,33000,Diesel,20,55.4,2,12350
 Scirocco,2016,Manual,10173,Petrol,125,52.3,1.4,14000
 Scirocco,2016,Manual,27000,Diesel,20,55.4,2,15000
 Scirocco,2015,Semi-Auto,75923,Diesel,125,53.3,2,12142
 Scirocco,2016,Manual,39184,Diesel,20,55.4,2,14490
 Scirocco,2017,Semi-Auto,27597,Diesel,145,58.9,2,16490
 Scirocco,2016,Manual,30855,Diesel,20,67.3,2,15890
 Scirocco,2016,Manual,35730,Diesel,20,55.4,2,14290
 Scirocco,2018,Semi-Auto,23480,Petrol,150,44.1,2,18500
 Scirocco,2018,Semi-Auto,7448,Petrol,150,44.1,2,18000
 Scirocco,2017,Semi-Auto,28349,Petrol,145,44.1,2,14990
 Scirocco,2016,Manual,42000,Diesel,20,55.4,2,14350
 Scirocco,2016,Manual,27916,Diesel,20,55.4,2,13850
